ts_utc,funding_rate
2023-01-01 00:00:00+00:00,0.0001
2023-01-01 08:00:00.008000+00:00,3.478e-05
2023-01-01 16:00:00+00:00,7.672e-05
2023-01-02 00:00:00+00:00,3.135e-05
2023-01-02 08:00:00.008000+00:00,-0.00012157
2023-01-02 16:00:00.015000+00:00,-0.00011637
2023-01-03 00:00:00.003000+00:00,-4.948e-05
2023-01-03 08:00:00.018000+00:00,-3.327e-05
2023-01-03 16:00:00+00:00,-2.347e-05
2023-01-04 00:00:00+00:00,-2.881e-05
2023-01-04 08:00:00.016000+00:00,6.376e-05
2023-01-04 16:00:00.011000+00:00,8.366e-05
2023-01-05 00:00:00.009000+00:00,-5.062e-05
2023-01-05 08:00:00.011000+00:00,0.0001
2023-01-05 16:00:00+00:00,0.0001
2023-01-06 00:00:00.005000+00:00,0.0001
2023-01-06 08:00:00.001000+00:00,0.0001
2023-01-06 16:00:00+00:00,0.0001
2023-01-07 00:00:00.006000+00:00,0.0001
2023-01-07 08:00:00.017000+00:00,0.0001
2023-01-07 16:00:00+00:00,1.944e-05
2023-01-08 00:00:00.015000+00:00,9.551e-05
2023-01-08 08:00:00+00:00,4.648e-05
2023-01-08 16:00:00.010000+00:00,0.0001
2023-01-09 00:00:00.003000+00:00,8.228e-05
2023-01-09 08:00:00+00:00,7.824e-05
2023-01-09 16:00:00.006000+00:00,0.0001
2023-01-10 00:00:00.003000+00:00,0.0001
2023-01-10 08:00:00.021000+00:00,0.0001
2023-01-10 16:00:00+00:00,0.0001
2023-01-11 00:00:00.011000+00:00,0.0001
2023-01-11 08:00:00.006000+00:00,8.459e-05
2023-01-11 16:00:00.004000+00:00,9.637e-05
2023-01-12 00:00:00+00:00,0.0001
2023-01-12 08:00:00+00:00,0.0001
2023-01-12 16:00:00+00:00,4.642e-05
2023-01-13 00:00:00.004000+00:00,0.0001
2023-01-13 08:00:00+00:00,0.0001
2023-01-13 16:00:00.018000+00:00,3.198e-05
2023-01-14 00:00:00+00:00,0.0001
2023-01-14 08:00:00.001000+00:00,0.0001
2023-01-14 16:00:00+00:00,0.0001
2023-01-15 00:00:00.010000+00:00,0.0001
2023-01-15 08:00:00.002000+00:00,0.0001
2023-01-15 16:00:00+00:00,0.0001
2023-01-16 00:00:00.010000+00:00,0.0001
2023-01-16 08:00:00.007000+00:00,0.0001
2023-01-16 16:00:00+00:00,0.0001
2023-01-17 00:00:00.004000+00:00,0.0001
2023-01-17 08:00:00.005000+00:00,0.0001
2023-01-17 16:00:00.001000+00:00,0.0001
2023-01-18 00:00:00.008000+00:00,0.0001
2023-01-18 08:00:00.009000+00:00,0.0001
2023-01-18 16:00:00.017000+00:00,0.0001
2023-01-19 00:00:00+00:00,6.777e-05
2023-01-19 08:00:00.015000+00:00,0.0001
2023-01-19 16:00:00.012000+00:00,0.0001
2023-01-20 00:00:00+00:00,-3.62e-06
2023-01-20 08:00:00+00:00,0.0001
2023-01-20 16:00:00+00:00,0.0001
2023-01-21 00:00:00.013000+00:00,0.0001
2023-01-21 08:00:00.001000+00:00,0.0001
2023-01-21 16:00:00.016000+00:00,0.0001
2023-01-22 00:00:00+00:00,0.0001
2023-01-22 08:00:00+00:00,0.0001
2023-01-22 16:00:00.023000+00:00,0.0001
2023-01-23 00:00:00.014000+00:00,0.0001
2023-01-23 08:00:00.014000+00:00,0.0001
2023-01-23 16:00:00.016000+00:00,-0.00026011
2023-01-24 00:00:00.008000+00:00,-0.00041491
2023-01-24 08:00:00.008000+00:00,0.0001
2023-01-24 16:00:00+00:00,0.0001
2023-01-25 00:00:00.012000+00:00,-0.00021231
2023-01-25 08:00:00+00:00,-0.00018553
2023-01-25 16:00:00.010000+00:00,1.908e-05
2023-01-26 00:00:00.010000+00:00,2.455e-05
2023-01-26 08:00:00.003000+00:00,8.608e-05
2023-01-26 16:00:00.020000+00:00,-2.489e-05
2023-01-27 00:00:00.008000+00:00,0.0001
2023-01-27 08:00:00+00:00,0.0001
2023-01-27 16:00:00+00:00,0.0001
2023-01-28 00:00:00.009000+00:00,4.78e-05
2023-01-28 08:00:00.018000+00:00,4.439e-05
2023-01-28 16:00:00.005000+00:00,2.235e-05
2023-01-29 00:00:00.011000+00:00,-9.966e-05
2023-01-29 08:00:00+00:00,-7.228e-05
2023-01-29 16:00:00.008000+00:00,0.0001
2023-01-30 00:00:00.001000+00:00,0.0001
2023-01-30 08:00:00+00:00,0.0001
2023-01-30 16:00:00+00:00,-7.887e-05
2023-01-31 00:00:00.005000+00:00,-0.00016751
2023-01-31 08:00:00+00:00,4.461e-05
2023-01-31 16:00:00.007000+00:00,-4.434e-05
2023-02-01 00:00:00.013000+00:00,-4.865e-05
2023-02-01 08:00:00+00:00,-5.949e-05
2023-02-01 16:00:00.012000+00:00,-4.815e-05
2023-02-02 00:00:00.004000+00:00,-1.87e-06
2023-02-02 08:00:00.023000+00:00,0.0001
2023-02-02 16:00:00.003000+00:00,0.0001
2023-02-03 00:00:00.010000+00:00,0.0001
2023-02-03 08:00:00+00:00,0.0001
2023-02-03 16:00:00+00:00,-8.063e-05
2023-02-04 00:00:00.010000+00:00,0.0001
2023-02-04 08:00:00+00:00,0.0001
2023-02-04 16:00:00+00:00,0.0001
2023-02-05 00:00:00.016000+00:00,-1.81e-06
2023-02-05 08:00:00.009000+00:00,1.333e-05
2023-02-05 16:00:00.018000+00:00,0.0001
2023-02-06 00:00:00.001000+00:00,1.314e-05
2023-02-06 08:00:00+00:00,0.0001
2023-02-06 16:00:00.012000+00:00,0.0001
2023-02-07 00:00:00.004000+00:00,-7.38e-05
2023-02-07 08:00:00.011000+00:00,-7.799e-05
2023-02-07 16:00:00.018000+00:00,6.496e-05
2023-02-08 00:00:00.009000+00:00,0.0001
2023-02-08 08:00:00.010000+00:00,0.0001
2023-02-08 16:00:00+00:00,0.0001
2023-02-09 00:00:00.014000+00:00,-5.501e-05
2023-02-09 08:00:00.006000+00:00,0.0001
2023-02-09 16:00:00.001000+00:00,0.0001
2023-02-10 00:00:00.012000+00:00,-0.00011021
2023-02-10 08:00:00.005000+00:00,-0.00010783
2023-02-10 16:00:00.020000+00:00,-0.00014137
2023-02-11 00:00:00.007000+00:00,1.991e-05
2023-02-11 08:00:00.002000+00:00,-5.146e-05
2023-02-11 16:00:00.021000+00:00,-7.671e-05
2023-02-12 00:00:00.004000+00:00,-0.00011227
2023-02-12 08:00:00+00:00,-4.175e-05
2023-02-12 16:00:00.002000+00:00,-3.302e-05
2023-02-13 00:00:00.006000+00:00,-0.00022525
2023-02-13 08:00:00.008000+00:00,-0.00014426
2023-02-13 16:00:00.002000+00:00,0.0001
2023-02-14 00:00:00.013000+00:00,-4.385e-05
2023-02-14 08:00:00.014000+00:00,0.0001
2023-02-14 16:00:00.016000+00:00,7.672e-05
2023-02-15 00:00:00.011000+00:00,0.0001
2023-02-15 08:00:00+00:00,-7e-08
2023-02-15 16:00:00.005000+00:00,3.418e-05
2023-02-16 00:00:00.019000+00:00,0.0001
2023-02-16 08:00:00+00:00,0.0001
2023-02-16 16:00:00.001000+00:00,0.0001
2023-02-17 00:00:00.003000+00:00,2.243e-05
2023-02-17 08:00:00.016000+00:00,0.0001
2023-02-17 16:00:00+00:00,0.0001
2023-02-18 00:00:00.011000+00:00,0.0001
2023-02-18 08:00:00+00:00,0.00010636
2023-02-18 16:00:00.007000+00:00,0.0001
2023-02-19 00:00:00.019000+00:00,0.0001
2023-02-19 08:00:00.005000+00:00,0.0001
2023-02-19 16:00:00.003000+00:00,0.0001
2023-02-20 00:00:00.006000+00:00,0.0001
2023-02-20 08:00:00.008000+00:00,0.0001
2023-02-20 16:00:00.006000+00:00,0.0001
2023-02-21 00:00:00.001000+00:00,0.0001
2023-02-21 08:00:00.004000+00:00,0.0001
2023-02-21 16:00:00.011000+00:00,0.0001
2023-02-22 00:00:00.009000+00:00,0.0001
2023-02-22 08:00:00.010000+00:00,0.0001
2023-02-22 16:00:00+00:00,0.0001
2023-02-23 00:00:00.006000+00:00,0.0001
2023-02-23 08:00:00.005000+00:00,0.0001
2023-02-23 16:00:00.002000+00:00,0.0001
2023-02-24 00:00:00.015000+00:00,0.0001
2023-02-24 08:00:00.011000+00:00,0.0001
2023-02-24 16:00:00.014000+00:00,0.0001
2023-02-25 00:00:00.015000+00:00,-4.902e-05
2023-02-25 08:00:00.015000+00:00,0.0001
2023-02-25 16:00:00.015000+00:00,0.0001
2023-02-26 00:00:00.007000+00:00,-3.941e-05
2023-02-26 08:00:00.012000+00:00,-4.699e-05
2023-02-26 16:00:00+00:00,-8.465e-05
2023-02-27 00:00:00.011000+00:00,-0.00010544
2023-02-27 08:00:00.003000+00:00,9.95e-06
2023-02-27 16:00:00+00:00,-3.07e-05
2023-02-28 00:00:00.011000+00:00,-4.94e-05
2023-02-28 08:00:00.018000+00:00,2.517e-05
2023-02-28 16:00:00.005000+00:00,0.0001
2023-03-01 00:00:00.016000+00:00,-3.446e-05
2023-03-01 08:00:00+00:00,0.0001
2023-03-01 16:00:00.008000+00:00,0.0001
2023-03-02 00:00:00.009000+00:00,0.0001
2023-03-02 08:00:00.013000+00:00,0.0001
2023-03-02 16:00:00+00:00,0.0001
2023-03-03 00:00:00+00:00,0.0001
2023-03-03 08:00:00.013000+00:00,-0.00030776
2023-03-03 16:00:00+00:00,-5.454e-05
2023-03-04 00:00:00.001000+00:00,0.0001
2023-03-04 08:00:00.008000+00:00,6.411e-05
2023-03-04 16:00:00.012000+00:00,-3.633e-05
2023-03-05 00:00:00+00:00,-9.851e-05
2023-03-05 08:00:00+00:00,4.341e-05
2023-03-05 16:00:00.015000+00:00,-9.691e-05
2023-03-06 00:00:00.007000+00:00,-6.64e-06
2023-03-06 08:00:00.017000+00:00,4.13e-06
2023-03-06 16:00:00+00:00,5.521e-05
2023-03-07 00:00:00.009000+00:00,6.537e-05
2023-03-07 08:00:00.016000+00:00,4.634e-05
2023-03-07 16:00:00.017000+00:00,-0.00011761
2023-03-08 00:00:00+00:00,0.0001
2023-03-08 08:00:00.014000+00:00,7.219e-05
2023-03-08 16:00:00.021000+00:00,-7.86e-05
2023-03-09 00:00:00.010000+00:00,-9.431e-05
2023-03-09 08:00:00.013000+00:00,3.665e-05
2023-03-09 16:00:00.002000+00:00,-7.448e-05
2023-03-10 00:00:00+00:00,-0.00046983
2023-03-10 08:00:00+00:00,-5.799e-05
2023-03-10 16:00:00.005000+00:00,-0.0001535
2023-03-11 00:00:00.011000+00:00,-6.528e-05
2023-03-11 08:00:00.003000+00:00,0.0001
2023-03-11 16:00:00.011000+00:00,-0.00019462
2023-03-12 00:00:00.001000+00:00,-7.443e-05
2023-03-12 08:00:00+00:00,-3.2e-07
2023-03-12 16:00:00.005000+00:00,6.896e-05
2023-03-13 00:00:00.010000+00:00,0.0001
2023-03-13 08:00:00.018000+00:00,0.0001
2023-03-13 16:00:00.003000+00:00,-9.581e-05
2023-03-14 00:00:00.010000+00:00,-8.729e-05
2023-03-14 08:00:00.009000+00:00,-5.19e-06
2023-03-14 16:00:00.010000+00:00,0.0001
2023-03-15 00:00:00.011000+00:00,0.0001
2023-03-15 08:00:00+00:00,0.0001
2023-03-15 16:00:00.012000+00:00,0.0001
2023-03-16 00:00:00.004000+00:00,0.0001
2023-03-16 08:00:00.018000+00:00,-0.00011384
2023-03-16 16:00:00.005000+00:00,-9.223e-05
2023-03-17 00:00:00.017000+00:00,-3.62e-06
2023-03-17 08:00:00.010000+00:00,-1.235e-05
2023-03-17 16:00:00.003000+00:00,0.0001
2023-03-18 00:00:00.012000+00:00,0.0001
2023-03-18 08:00:00+00:00,0.0001
2023-03-18 16:00:00.016000+00:00,0.0001
2023-03-19 00:00:00.013000+00:00,0.0001
2023-03-19 08:00:00.024000+00:00,0.0001
2023-03-19 16:00:00+00:00,0.0001
2023-03-20 00:00:00.005000+00:00,0.0001
2023-03-20 08:00:00.012000+00:00,8.968e-05
2023-03-20 16:00:00.015000+00:00,7.38e-05
2023-03-21 00:00:00.006000+00:00,-7.868e-05
2023-03-21 08:00:00.004000+00:00,1.596e-05
2023-03-21 16:00:00.003000+00:00,2.605e-05
2023-03-22 00:00:00+00:00,-1.941e-05
2023-03-22 08:00:00.003000+00:00,0.0001
2023-03-22 16:00:00+00:00,0.0001
2023-03-23 00:00:00.016000+00:00,-0.00019614
2023-03-23 08:00:00.001000+00:00,1.986e-05
2023-03-23 16:00:00.013000+00:00,0.0001
2023-03-24 00:00:00.013000+00:00,0.0001
2023-03-24 08:00:00.012000+00:00,0.0001
2023-03-24 16:00:00.027000+00:00,0.0001
2023-03-25 00:00:00.015000+00:00,-0.00011444
2023-03-25 08:00:00.011000+00:00,-7.441e-05
2023-03-25 16:00:00.011000+00:00,-4.347e-05
2023-03-26 00:00:00+00:00,-0.00011327
2023-03-26 08:00:00.015000+00:00,-7.387e-05
2023-03-26 16:00:00+00:00,-0.00012397
2023-03-27 00:00:00.019000+00:00,1.285e-05
2023-03-27 08:00:00.009000+00:00,3.582e-05
2023-03-27 16:00:00+00:00,4.103e-05
2023-03-28 00:00:00.007000+00:00,-6.116e-05
2023-03-28 08:00:00+00:00,0.0001
2023-03-28 16:00:00.013000+00:00,6.302e-05
2023-03-29 00:00:00.010000+00:00,0.0001
2023-03-29 08:00:00.006000+00:00,0.0001
2023-03-29 16:00:00.014000+00:00,0.0001
2023-03-30 00:00:00+00:00,9.959e-05
2023-03-30 08:00:00+00:00,0.0001
2023-03-30 16:00:00.006000+00:00,8.753e-05
2023-03-31 00:00:00.003000+00:00,7.076e-05
2023-03-31 08:00:00.006000+00:00,0.0001
2023-03-31 16:00:00.011000+00:00,0.0001
2023-04-01 00:00:00+00:00,0.0001
2023-04-01 08:00:00+00:00,9.497e-05
2023-04-01 16:00:00.018000+00:00,-3.802e-05
2023-04-02 00:00:00.013000+00:00,8.249e-05
2023-04-02 08:00:00.014000+00:00,0.0001
2023-04-02 16:00:00.001000+00:00,0.0001
2023-04-03 00:00:00+00:00,3.284e-05
2023-04-03 08:00:00.013000+00:00,6.257e-05
2023-04-03 16:00:00.011000+00:00,0.0001
2023-04-04 00:00:00.002000+00:00,0.0001
2023-04-04 08:00:00.017000+00:00,0.0001
2023-04-04 16:00:00.008000+00:00,0.0001
2023-04-05 00:00:00+00:00,0.0001
2023-04-05 08:00:00.016000+00:00,0.0001
2023-04-05 16:00:00.004000+00:00,8.613e-05
2023-04-06 00:00:00+00:00,-6.064e-05
2023-04-06 08:00:00.011000+00:00,0.0001
2023-04-06 16:00:00+00:00,5.156e-05
2023-04-07 00:00:00.006000+00:00,7.983e-05
2023-04-07 08:00:00.005000+00:00,4.617e-05
2023-04-07 16:00:00+00:00,7.98e-06
2023-04-08 00:00:00+00:00,3.633e-05
2023-04-08 08:00:00.014000+00:00,2.121e-05
2023-04-08 16:00:00.018000+00:00,-4.276e-05
2023-04-09 00:00:00.013000+00:00,-6.244e-05
2023-04-09 08:00:00.024000+00:00,5.17e-05
2023-04-09 16:00:00.010000+00:00,4.019e-05
2023-04-10 00:00:00+00:00,0.0001
2023-04-10 08:00:00.010000+00:00,-3.206e-05
2023-04-10 16:00:00.006000+00:00,2.849e-05
2023-04-11 00:00:00.008000+00:00,0.0001
2023-04-11 08:00:00.007000+00:00,5.972e-05
2023-04-11 16:00:00.016000+00:00,0.0001
2023-04-12 00:00:00.006000+00:00,0.0001
2023-04-12 08:00:00.008000+00:00,0.0001
2023-04-12 16:00:00.014000+00:00,0.0001
2023-04-13 00:00:00.027000+00:00,0.0001
2023-04-13 08:00:00.010000+00:00,0.0001
2023-04-13 16:00:00+00:00,0.0001
2023-04-14 00:00:00.001000+00:00,0.0001
2023-04-14 08:00:00.008000+00:00,0.0001
2023-04-14 16:00:00.007000+00:00,0.0001
2023-04-15 00:00:00.007000+00:00,0.0001
2023-04-15 08:00:00.007000+00:00,0.0001
2023-04-15 16:00:00.011000+00:00,0.0001
2023-04-16 00:00:00.014000+00:00,0.0001
2023-04-16 08:00:00.007000+00:00,0.0001
2023-04-16 16:00:00.002000+00:00,0.0001
2023-04-17 00:00:00.017000+00:00,0.0001
2023-04-17 08:00:00.006000+00:00,0.0001
2023-04-17 16:00:00+00:00,0.0001
2023-04-18 00:00:00.013000+00:00,0.0001
2023-04-18 08:00:00.017000+00:00,0.0001
2023-04-18 16:00:00+00:00,0.0001
2023-04-19 00:00:00.022000+00:00,0.0001
2023-04-19 08:00:00.014000+00:00,0.0001
2023-04-19 16:00:00+00:00,0.0001
2023-04-20 00:00:00.010000+00:00,0.0001
2023-04-20 08:00:00.012000+00:00,0.0001
2023-04-20 16:00:00.012000+00:00,0.0001
2023-04-21 00:00:00.009000+00:00,4.281e-05
2023-04-21 08:00:00.009000+00:00,0.0001
2023-04-21 16:00:00.003000+00:00,6.122e-05
